year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004,-1569.8, 55.26,65.446,34.198,0,361, 831,4.04, 960,3.93, 812,5.07, 783,5.73,32.4,60.0,45.3,59.0,29.1,61.0,21.2,60.0
2004,-1432.6, 62.14,68.079,31.830,0,344, 828,4.12, 957,4.02, 809,5.14, 780,5.82,31.7,60.0,44.7,59.0,28.5,61.0,20.5,60.0
2004,-1194.4, 70.76,50.599,49.067,0,440, 916,3.56,1048,3.44, 925,4.64, 905,5.30,43.2,59.0,56.3,59.0,42.6,61.0,36.0,60.0
2004,-1571.9, 53.16,53.169,46.646,0,367, 853,3.95, 967,3.82, 838,5.00, 799,5.65,35.4,59.0,46.8,59.0,32.4,61.0,23.5,60.0
2004,-1951.5, 46.94,50.451,48.507,0,348, 848,4.02, 960,3.90, 832,5.09, 793,5.72,34.5,59.0,45.8,59.0,31.5,61.0,22.5,60.0
2004,-1280.1, 69.16,70.875,28.970,0,481, 894,3.50,1011,3.32, 883,4.52, 843,5.20,41.4,60.0,53.0,59.0,38.9,61.0,30.1,60.0
2004,-1102.9, 70.00,69.552,30.324,0,454, 923,3.59,1049,3.45, 928,4.65, 901,5.29,43.9,59.0,56.6,59.0,43.0,61.0,35.6,60.0
2004,-1064.2, 75.98,55.985,42.966,0,289, 851,4.60, 956,4.50, 813,5.70, 758,6.29,33.2,60.0,43.6,59.0,27.7,61.0,16.8,60.0
2004,-1123.5, 68.80,72.446,27.511,0,517, 944,3.40,1071,3.25, 948,4.50, 918,5.10,46.7,60.0,59.4,59.0,45.7,61.0,38.1,60.0
2004,-1239.0, 66.88,72.437,27.550,0,517, 943,3.40,1070,3.29, 948,4.50, 918,5.10,46.7,60.0,59.3,59.0,45.7,61.0,38.1,60.0
2004,-1179.3, 63.14,70.289,29.689,0,518, 945,3.40,1072,3.29, 949,4.50, 918,5.10,46.8,60.0,59.5,59.0,45.8,61.0,38.2,60.3
2004,-1472.5, 61.71,63.823,36.066,0,351, 861,4.19, 965,4.00, 837,5.22, 787,5.83,35.6,60.0,46.1,59.0,31.7,61.0,21.7,60.0
2004,-1069.6, 16.06,59.021,40.764,0,355, 865,4.18, 971,4.01, 845,5.21, 797,5.81,36.3,60.0,46.9,59.0,32.8,61.0,22.9,60.0
